1.000000000000000000e+02,-9.255198206370704450e-02,-1.929999999999999771e-01,-1.377071792898794389e-01
1.075048634269809043e+02,-9.225565304007669887e-02,-1.929999999999999771e-01,-1.370055917949809798e-01
1.155729566045381489e+02,-9.193704500611916963e-02,-1.929999999999999771e-01,-1.363083491366368916e-01
1.242465491562327742e+02,-9.159444942329286743e-02,-1.929999999999999771e-01,-1.356159510451579731e-01
1.335710829831447199e+02,-9.122600325288710010e-02,-1.929999999999999771e-01,-1.349288959843568392e-01
1.435954103389690601e+02,-9.082966360165389830e-02,-1.929999999999999771e-01,-1.342476795505387344e-01
1.543720497723216738e+02,-9.040317621969751194e-02,-1.929999999999999771e-01,-1.335727928277963550e-01
1.659574612771653790e+02,-8.994403742625378673e-02,-1.929999999999999771e-01,-1.329047207060045921e-01
1.784123420929013548e+02,-8.944944959372828908e-02,-1.929999999999999771e-01,-1.322439401788061131e-01
1.918019447038515466e+02,-8.865382612288007225e-02,-1.924754747448976511e-01,-1.315909186288506671e-01
2.061964187041690479e+02,-8.768410108821075855e-02,-1.916876628221723944e-01,-1.309461121195561462e-01
2.216711783192428413e+02,-8.660170547695879295e-02,-1.907678280230367673e-01,-1.303099637037248570e-01
2.383072975090813088e+02,-8.538210511693779259e-02,-1.896767055077059061e-01,-1.296829017625387714e-01
2.561919347236669182e+02,-8.399990121438077884e-02,-1.883748658742465942e-01,-1.290653383942503563e-01
2.754187895356184868e+02,-8.242993838768399029e-02,-1.868251766515746926e-01,-1.284576678633492786e-01
2.960885935425105799e+02,-8.064847522501290833e-02,-1.849953726124303754e-01,-1.278602651251056765e-01
3.183096381107445723e+02,-7.863435180456758433e-02,-1.828605688564625409e-01,-1.272734844370476681e-01
3.421983417258731492e+02,-7.637011065526543019e-02,-1.804055854758296606e-01,-1.266976580907096250e-01
3.678798599217932974e+02,-7.384302029561987113e-02,-1.776269349006328602e-01,-1.261330952134918360e-01
3.954887409842929173e+02,-7.104591040073224284e-02,-1.745342519309349139e-01,-1.255800807546304243e-01
4.251696308642503368e+02,-6.797767992809815307e-02,-1.711508773511177528e-01,-1.250388745615761688e-01
4.570780309936111507e+02,-6.464331815776795664e-02,-1.675133069627562643e-01,-1.245097106182226354e-01
4.913811129744156005e+02,-6.105331381096838761e-02,-1.636693401338948362e-01,-1.239927964258662751e-01
5.282585944091242709e+02,-5.722242525836859078e-02,-1.596749990009661002e-01,-1.234883125409707572e-01
5.679036804608178954e+02,-5.316792204194983190e-02,-1.555905736799918226e-01,-1.229964122674875454e-01
6.105240760762003447e+02,-4.890753635308672104e-02,-1.514763729471214071e-01,-1.225172215066591963e-01
6.563430741745561363e+02,-4.445742980372418413e-02,-1.473888266511164113e-01,-1.220508387630570013e-01
7.056007255038052790e+02,-3.983045943895222041e-02,-1.433774686256110709e-01,-1.215973353043371952e-01
7.585550962926522516e+02,-3.503493047380976805e-02,-1.394830816398245354e-01,-1.211567554694205490e-01
8.154836202878192353e+02,-3.007389529616039808e-02,-1.357370119113607831e-01,-1.207291171214913000e-01
8.766845522598204070e+02,-2.494494579839149143e-02,-1.321614512184114409e-01,-1.203144122352744760e-01
9.424785305923589931e+02,-1.964037777554655459e-02,-1.287703822536243325e-01,-1.199126076123691181e-01
1.013210257141931947e+03,-1.414758566922947637e-02,-1.255708785711430742e-01,-1.195236457137869301e-01
1.089250303168595792e+03,-8.449560526527098020e-03,-1.225645079241625829e-01,-1.191474455992186099e-01
1.170997050799374392e+03,-2.525395811578885850e-03,-1.197486677706289804e-01,-1.187839039617065717e-01
1.258878780195842864e+03,3.649259760195760257e-03,-1.171177569496763410e-01,-1.184328962456186046e-01
1.353355913360783916e+03,1.010183411489163838e-02,-1.146641450865230061e-01,-1.180942778358028689e-01
1.454923426339480784e+03,1.686255943391000434e-02,-1.123789388246084625e-01,-1.177678853054816704e-01
1.564113442453411380e+03,2.396429363973041904e-02,-1.102525647331475261e-01,-1.174535377105524192e-01
1.681498020152589334e+03,3.144242719202960251e-02,-1.082751975987655269e-01,-1.171510379181690681e-01
1.807692150092429074e+03,3.933486405820696419e-02,-1.064370643192294880e-01,-1.168601739578411236e-01
1.943356977137120339e+03,4.768206561798866289e-02,-1.047286512013709814e-01,-1.165807203837842532e-01
2.089203264169965678e+03,5.652714744239846489e-02,-1.031408383658682232e-01,-1.163124396378663744e-01
2.245995115857951077e+03,6.591602060343877689e-02,-1.016649804812496671e-01,-1.160550834031955497e-01
2.414553981879751518e+03,7.589757097587696011e-02,-1.002929488865071384e-01,-1.158083939391734291e-01
2.595762960590555849e+03,8.652387166305482158e-02,-9.901714660481930608e-02,-1.155721053896679451e-01
2.790571425671036195e+03,9.785042514116069901e-02,-9.783050483343062875e-02,-1.153459450568263267e-01
3.000000000000001364e+03,1.099364329207024732e-01,-9.672646722882378978e-02,-1.151296346339341359e-01
